"airline","date_of_journey","source","destination","route","dep_time","arrival_time","total_stops","additional_info","price","journey_day","journey_month","duration_total_mins"
"Vistara","2020-01-12","Patna","Hyderabad","PAT-GOA-HYD","15:26","19:09",1,"limited seats",7679,12,1,180
"Star Air","2025-04-23","Raipur","Chennai","RAI-COC-AHM-IND-CHE","17:24","05:47",3,"new aircraft",10486,23,4,600
"Akasa Air","2019-01-10","Bhubaneswar","Nagpur","BHU-NAG","19:37","23:11",0,"1 long layover",4467,10,1,345
"TruJet","2025-10-17","Delhi","Nagpur","DEL-SUR-NAG","19:37","01:27",1,"in-flight meal not included",6644,17,10,855
"SpiceJet","2020-03-18","Pune","Mumbai","PUN-AHM-MUM","08:17","08:20",1,"1 long layover",10982,18,3,465
"AirAsia India","2023-12-27","Chennai","Guwahati","CHE-SUR-HYD-PAT-GUW","03:18","11:33",3,"extra baggage allowed",10905,27,12,510
"Star Air","2020-12-11","Patna","Nagpur","PAT-CHE-SUR-MUM-NAG","16:27","05:50",3,"wifi available",14141,11,12,135
"Star Air","2025-11-24","Guwahati","Chennai","GUW-PAT-RAI-CHE","00:46","05:57",2,"wifi available",13382,24,11,315
"Alliance Air","2023-12-08","Ahmedabad","Patna","AHM-PAT","21:09","11:22",0,"none",4419,8,12,915
"TruJet","2022-09-09","Chennai","Goa","CHE-AHM-BAN-LUC-GOA","18:31","10:12",3,"limited seats",8170,9,9,915
"TruJet","2021-04-24","Goa","Varanasi","GOA-VAR","21:33","03:46",0,"business class available",10921,24,4,900
"SpiceJet","2024-12-15","Pune","Mumbai","PUN-VAR-MUM","13:15","21:18",1,"in-flight meal not included",5381,15,12,555
"Air India","2022-11-24","Indore","Patna","IND-PAT","12:08","11:17",0,"red-eye flight",9162,24,11,195
"SpiceJet","2023-06-25","Goa","Nagpur","GOA-BHU-LUC-KOL-NAG","14:57","05:04",3,"new aircraft",10599,25,6,315
"Alliance Air","2020-03-16","Bangalore","Cochin","BAN-HYD-MUM-COC","20:13","18:15",2,"wifi available",13391,16,3,300
"Akasa Air","2021-06-09","Lucknow","Cochin","LUC-NAG-AHM-COC","00:36","01:40",2,"red-eye flight",13336,9,6,180
"SpiceJet","2021-09-13","Mumbai","Cochin","MUM-LUC-IND-SUR-COC","09:37","13:56",3,"wifi available",8233,13,9,150
"GoAir","2020-03-10","Nagpur","Varanasi","NAG-IND-VAR","08:24","15:06",1,"new aircraft",10795,10,3,105
"AirAsia India","2024-02-21","Delhi","Hyderabad","DEL-MUM-PAT-HYD","06:00","09:56",2,"in-flight meal not included",13532,21,2,210
"Akasa Air","2022-01-04","Goa","Lucknow","GOA-LUC","10:41","15:05",0,"extra baggage allowed",11905,4,1,60
"Air India","2020-01-02","Hyderabad","Goa","HYD-COC-DEL-CHE-GOA","21:22","14:59",3,"extra baggage allowed",11044,2,1,780
"Air India","2022-05-14","Goa","Jaipur","GOA-JAI","12:05","18:59",0,"in-flight meal not included",9531,14,5,540
"Air India","2023-05-15","Bangalore","Ahmedabad","BAN-CHE-AHM","22:01","02:59",1,"red-eye flight",8261,15,5,690
"GoAir","2024-04-09","Indore","Kolkata","IND-DEL-VAR-GOA-KOL","05:45","10:31",3,"extra baggage allowed",13515,9,4,510
"TruJet","2024-12-18","Bangalore","Raipur","BAN-KOL-DEL-LUC-RAI","07:30","14:51",3,"in-flight meal not included",10972,18,12,255
"Vistara","2024-03-18","Raipur","Indore","RAI-BAN-PUN-IND","01:35","23:00",2,"extra baggage allowed",13110,18,3,510
"Akasa Air","2022-11-26","Lucknow","Goa","LUC-GOA","08:47","23:48",0,"none",7241,26,11,525
"AirAsia India","2024-05-26","Mumbai","Hyderabad","MUM-VAR-KOL-HYD","11:04","06:54",2,"new aircraft",6227,26,5,570
"IndiGo","2022-06-17","Varanasi","Hyderabad","VAR-LUC-HYD","08:09","09:31",1,"red-eye flight",12420,17,6,600
"SpiceJet","2023-02-24","Jaipur","Kolkata","JAI-HYD-DEL-KOL","05:17","19:39",2,"in-flight meal not included",7128,24,2,420
"TruJet","2024-01-26","Surat","Lucknow","SUR-JAI-IND-LUC","15:45","07:49",2,"extra baggage allowed",15826,26,1,60
"SpiceJet","2025-08-20","Goa","Lucknow","GOA-KOL-IND-LUC","05:08","20:44",2,"1 long layover",13711,20,8,75
"Star Air","2022-12-24","Mumbai","Goa","MUM-SUR-AHM-GOA","07:44","07:34",2,"red-eye flight",6819,24,12,510
"GoAir","2024-08-08","Guwahati","Kolkata","GUW-LUC-VAR-KOL","03:23","08:35",2,"extra baggage allowed",11359,8,8,525
"Akasa Air","2021-09-05","Varanasi","Delhi","VAR-DEL","21:09","03:26",0,"new aircraft",9588,5,9,750
"AirAsia India","2023-06-02","Bhubaneswar","Pune","BHU-JAI-LUC-AHM-PUN","10:28","23:40",3,"in-flight meal not included",8381,2,6,180
"TruJet","2020-08-10","Patna","Ahmedabad","PAT-COC-AHM","05:28","09:30",1,"extra baggage allowed",11881,10,8,510
"Air India","2019-09-05","Mumbai","Delhi","MUM-IND-LUC-CHE-DEL","03:44","19:28",3,"limited seats",16332,5,9,105
"SpiceJet","2019-04-22","Jaipur","Cochin","JAI-COC","12:53","17:17",0,"1 long layover",3005,22,4,600
"SpiceJet","2021-12-14","Bangalore","Mumbai","BAN-AHM-DEL-HYD-MUM","12:55","13:17",3,"red-eye flight",13289,14,12,720
"TruJet","2019-03-11","Bangalore","Raipur","BAN-PAT-RAI","18:33","01:22",1,"1 long layover",3785,11,3,180
"Alliance Air","2024-06-03","Surat","Chennai","SUR-BAN-KOL-BHU-CHE","21:23","12:35",3,"limited seats",12204,3,6,60
"Vistara","2023-04-25","Bhubaneswar","Pune","BHU-RAI-IND-PUN","09:24","19:35",2,"extra baggage allowed",9669,25,4,705
"GoAir","2023-12-26","Surat","Lucknow","SUR-LUC","01:15","17:23",0,"new aircraft",2901,26,12,255
"GoAir","2020-10-25","Cochin","Ahmedabad","COC-GOA-NAG-BAN-AHM","11:28","11:21",3,"new aircraft",15271,25,10,810
"TruJet","2019-08-24","Cochin","Lucknow","COC-SUR-LUC","23:08","22:00",1,"in-flight meal not included",10193,24,8,225
"GoAir","2022-05-07","Hyderabad","Raipur","HYD-LUC-DEL-NAG-RAI","04:15","07:26",3,"limited seats",7028,7,5,945
"TruJet","2025-10-23","Varanasi","Pune","VAR-HYD-GOA-PUN","03:20","13:42",2,"red-eye flight",13852,23,10,600
"GoAir","2022-11-06","Raipur","Indore","RAI-GUW-COC-BAN-IND","20:47","15:36",3,"extra baggage allowed",9650,6,11,450
"Air India","2022-07-22","Bhubaneswar","Mumbai","BHU-RAI-GUW-MUM","23:04","05:31",2,"extra baggage allowed",11638,22,7,525
"SpiceJet","2025-01-05","Ahmedabad","Pune","AHM-MUM-HYD-PUN","23:28","06:48",2,"in-flight meal not included",5705,5,1,390
"Alliance Air","2023-07-17","Kolkata","Chennai","KOL-NAG-COC-DEL-CHE","21:20","07:12",3,"business class available",12247,17,7,105
"TruJet","2020-03-21","Mumbai","Raipur","MUM-CHE-RAI","08:26","05:21",1,"wifi available",12290,21,3,510
"Vistara","2023-12-05","Delhi","Raipur","DEL-LUC-RAI","00:22","15:02",1,"limited seats",10109,5,12,630
"Air India","2023-08-14","Jaipur","Patna","JAI-GUW-PAT","15:11","11:04",1,"business class available",4828,14,8,105
"TruJet","2020-06-17","Nagpur","Goa","NAG-AHM-DEL-GOA","15:00","02:31",2,"wifi available",10011,17,6,585
"IndiGo","2025-10-17","Hyderabad","Ahmedabad","HYD-AHM","11:01","01:04",0,"new aircraft",8367,17,10,225
"Alliance Air","2021-12-07","Raipur","Guwahati","RAI-GUW","02:03","15:12",0,"in-flight meal not included",10985,7,12,315
"AirAsia India","2024-09-16","Bangalore","Hyderabad","BAN-GUW-BHU-HYD","07:37","11:27",2,"extra baggage allowed",9468,16,9,600
"GoAir","2025-09-02","Delhi","Varanasi","DEL-BAN-VAR","07:52","04:44",1,"red-eye flight",6376,2,9,435
"Akasa Air","2025-11-14","Goa","Raipur","GOA-LUC-BHU-RAI","03:26","12:01",2,"business class available",11129,14,11,420
"Air India","2022-04-27","Ahmedabad","Guwahati","AHM-GUW","04:20","11:31",0,"none",10573,27,4,615
"IndiGo","2025-03-14","Chennai","Indore","CHE-GUW-IND","04:15","14:52",1,"1 long layover",11479,14,3,540
"Alliance Air","2023-06-13","Patna","Pune","PAT-AHM-RAI-IND-PUN","20:47","06:59",3,"wifi available",15840,13,6,930
"IndiGo","2024-01-22","Bhubaneswar","Varanasi","BHU-VAR","05:14","04:18",0,"in-flight meal not included",11174,22,1,195
"GoAir","2019-05-16","Kolkata","Hyderabad","KOL-DEL-GUW-HYD","00:54","16:30",2,"red-eye flight",13352,16,5,165
"TruJet","2020-05-17","Bhubaneswar","Patna","BHU-LUC-PAT","07:34","23:22",1,"in-flight meal not included",9960,17,5,570
"AirAsia India","2021-04-16","Bangalore","Lucknow","BAN-LUC","06:43","05:23",0,"red-eye flight",4760,16,4,105
"GoAir","2025-09-17","Varanasi","Raipur","VAR-DEL-BHU-NAG-RAI","06:06","09:15",3,"wifi available",15667,17,9,270
"SpiceJet","2025-11-27","Patna","Lucknow","PAT-GOA-LUC","18:11","13:06",1,"none",4192,27,11,180
"Star Air","2023-08-20","Chennai","Delhi","CHE-RAI-NAG-DEL","06:05","16:50",2,"1 long layover",7167,20,8,255
"Akasa Air","2020-06-11","Mumbai","Lucknow","MUM-LUC","21:11","01:46",0,"business class available",6562,11,6,930
"IndiGo","2021-12-11","Indore","Guwahati","IND-HYD-GUW","21:35","03:52",1,"business class available",12778,11,12,810
"Alliance Air","2022-03-13","Ahmedabad","Lucknow","AHM-KOL-COC-RAI-LUC","14:12","11:15",3,"wifi available",10101,13,3,915
"SpiceJet","2023-12-11","Indore","Pune","IND-JAI-AHM-KOL-PUN","21:30","20:30",3,"extra baggage allowed",12003,11,12,930
"TruJet","2025-03-15","Ahmedabad","Varanasi","AHM-VAR","02:34","09:41",0,"extra baggage allowed",8662,15,3,420
"IndiGo","2024-06-24","Nagpur","Raipur","NAG-RAI","10:56","09:35",0,"none",8131,24,6,855
"Star Air","2024-01-24","Delhi","Chennai","DEL-AHM-HYD-RAI-CHE","13:29","10:26",3,"new aircraft",6495,24,1,300
"Star Air","2020-08-17","Patna","Nagpur","PAT-COC-BHU-NAG","01:36","14:56",2,"limited seats",10060,17,8,750
"Air India","2025-05-14","Indore","Lucknow","IND-LUC","07:58","11:33",0,"business class available",5981,14,5,825
"Akasa Air","2025-06-22","Hyderabad","Pune","HYD-NAG-LUC-GUW-PUN","17:17","01:35",3,"new aircraft",10323,22,6,420
"Akasa Air","2021-04-16","Kolkata","Raipur","KOL-RAI","09:54","15:11",0,"new aircraft",4918,16,4,675
"Star Air","2025-12-18","Indore","Chennai","IND-CHE","23:37","00:54",0,"1 long layover",4982,18,12,660
"SpiceJet","2022-02-17","Mumbai","Varanasi","MUM-PUN-AHM-GOA-VAR","15:05","15:01",3,"limited seats",7755,17,2,450
"Akasa Air","2022-10-16","Varanasi","Kolkata","VAR-BHU-RAI-KOL","04:30","18:46",2,"in-flight meal not included",12286,16,10,405
"IndiGo","2020-04-09","Delhi","Varanasi","DEL-PUN-HYD-VAR","04:12","11:56",2,"in-flight meal not included",11115,9,4,585
"Alliance Air","2025-11-20","Mumbai","Guwahati","MUM-HYD-GUW","03:41","13:04",1,"in-flight meal not included",5474,20,11,765
"TruJet","2020-10-09","Pune","Patna","PUN-LUC-PAT","01:46","01:42",1,"limited seats",7864,9,10,705
"Akasa Air","2019-04-25","Goa","Chennai","GOA-HYD-RAI-CHE","07:45","18:14",2,"new aircraft",9163,25,4,525
"Vistara","2021-02-08","Delhi","Hyderabad","DEL-KOL-HYD","09:13","08:09",1,"red-eye flight",5505,8,2,90
"Akasa Air","2020-12-16","Patna","Jaipur","PAT-JAI","16:22","13:58",0,"extra baggage allowed",4154,16,12,750
"TruJet","2024-11-08","Hyderabad","Nagpur","HYD-NAG","00:35","20:47",0,"new aircraft",2766,8,11,405
"GoAir","2025-03-27","Pune","Chennai","PUN-BAN-CHE","04:44","22:48",1,"in-flight meal not included",4980,27,3,360
"Air India","2020-05-19","Chennai","Goa","CHE-GOA","01:04","23:52",0,"wifi available",11510,19,5,750
"SpiceJet","2024-09-14","Pune","Delhi","PUN-RAI-JAI-CHE-DEL","15:50","15:57",3,"new aircraft",12975,14,9,570
"GoAir","2021-07-07","Raipur","Guwahati","RAI-GUW","12:36","15:14",0,"new aircraft",4080,7,7,585
"Vistara","2020-01-26","Pune","Guwahati","PUN-IND-AHM-GUW","00:29","14:24",2,"none",7495,26,1,90
"IndiGo","2020-04-10","Patna","Cochin","PAT-KOL-PUN-BAN-COC","01:13","14:39",3,"none",9663,10,4,465
"IndiGo","2023-11-09","Varanasi","Cochin","VAR-COC","18:34","15:18",0,"limited seats",5933,9,11,735
"Air India","2022-02-04","Cochin","Bhubaneswar","COC-BHU","18:20","17:47",0,"wifi available",2706,4,2,315
"TruJet","2021-12-06","Hyderabad","Nagpur","HYD-NAG","11:41","11:44",0,"limited seats",11104,6,12,600
"Alliance Air","2019-03-19","Cochin","Jaipur","COC-BHU-CHE-IND-JAI","17:35","08:47",3,"extra baggage allowed",7462,19,3,330
"Star Air","2020-12-18","Patna","Bangalore","PAT-BAN","22:43","11:19",0,"none",7247,18,12,645
"IndiGo","2022-07-05","Bangalore","Chennai","BAN-JAI-MUM-KOL-CHE","14:20","07:37",3,"extra baggage allowed",16884,5,7,75
"Air India","2024-02-09","Lucknow","Bhubaneswar","LUC-COC-BHU","01:13","16:21",1,"business class available",8551,9,2,615
"Star Air","2025-09-03","Goa","Nagpur","GOA-NAG","03:27","05:33",0,"red-eye flight",4295,3,9,630
"TruJet","2025-06-25","Ahmedabad","Surat","AHM-NAG-KOL-IND-SUR","06:43","06:36",3,"none",9839,25,6,150
"TruJet","2019-08-25","Guwahati","Surat","GUW-MUM-SUR","22:44","03:32",1,"limited seats",5281,25,8,720
"TruJet","2023-02-17","Lucknow","Raipur","LUC-RAI","20:26","16:18",0,"extra baggage allowed",11387,17,2,165
"Star Air","2025-07-11","Goa","Cochin","GOA-SUR-COC","13:17","04:39",1,"in-flight meal not included",5813,11,7,360
"Alliance Air","2022-07-01","Varanasi","Ahmedabad","VAR-CHE-AHM","07:55","11:20",1,"extra baggage allowed",9376,1,7,495
"Akasa Air","2019-08-18","Nagpur","Surat","NAG-PUN-SUR","11:09","03:20",1,"limited seats",8950,18,8,360
"Akasa Air","2019-09-14","Bangalore","Chennai","BAN-AHM-PAT-CHE","05:05","23:02",2,"business class available",13464,14,9,375
"IndiGo","2019-12-25","Bangalore","Chennai","BAN-NAG-SUR-CHE","17:18","15:00",2,"limited seats",11269,25,12,315
"TruJet","2022-01-20","Lucknow","Cochin","LUC-AHM-IND-COC","09:05","07:51",2,"in-flight meal not included",6384,20,1,615
"GoAir","2024-03-13","Chennai","Lucknow","CHE-RAI-BAN-LUC","10:52","23:06",2,"1 long layover",5980,13,3,795
"Air India","2021-01-13","Bangalore","Hyderabad","BAN-HYD","06:17","16:34",0,"new aircraft",7139,13,1,705
"TruJet","2024-12-08","Patna","Cochin","PAT-LUC-MUM-KOL-COC","11:16","03:41",3,"new aircraft",11473,8,12,810
"Alliance Air","2023-09-18","Bangalore","Lucknow","BAN-RAI-KOL-LUC","10:27","22:19",2,"business class available",13271,18,9,675
"IndiGo","2023-03-17","Mumbai","Patna","MUM-PAT","16:03","08:29",0,"wifi available",11360,17,3,600
"SpiceJet","2025-12-05","Raipur","Pune","RAI-LUC-JAI-PUN","03:37","15:37",2,"extra baggage allowed",12005,5,12,645
"SpiceJet","2020-09-24","Kolkata","Bhubaneswar","KOL-BAN-LUC-COC-BHU","14:11","15:08",3,"wifi available",7506,24,9,870
"Vistara","2022-03-25","Cochin","Varanasi","COC-VAR","09:22","07:40",0,"limited seats",3353,25,3,810
"Vistara","2021-03-23","Chennai","Cochin","CHE-VAR-COC","15:12","18:48",1,"1 long layover",10937,23,3,270
"Vistara","2023-01-11","Ahmedabad","Mumbai","AHM-MUM","14:50","20:03",0,"new aircraft",7193,11,1,345
"AirAsia India","2019-09-25","Bangalore","Bhubaneswar","BAN-IND-BHU","13:53","19:41",1,"new aircraft",9034,25,9,840
"Air India","2025-02-12","Patna","Bhubaneswar","PAT-MUM-COC-BHU","18:57","07:45",2,"none",14045,12,2,210
"Star Air","2019-12-20","Kolkata","Lucknow","KOL-LUC","06:13","13:14",0,"1 long layover",7030,20,12,750
"Akasa Air","2019-01-05","Jaipur","Mumbai","JAI-MUM","05:46","13:53",0,"new aircraft",3699,5,1,60
"IndiGo","2024-04-03","Nagpur","Bangalore","NAG-BAN","17:40","14:58",0,"extra baggage allowed",5069,3,4,90
"IndiGo","2019-01-28","Surat","Mumbai","SUR-PUN-GOA-MUM","08:20","23:21",2,"none",11749,28,1,510
"IndiGo","2022-12-20","Bhubaneswar","Raipur","BHU-RAI","15:56","00:11",0,"wifi available",8009,20,12,150
"TruJet","2025-07-06","Raipur","Bangalore","RAI-KOL-PAT-BAN","20:49","00:24",2,"new aircraft",13569,6,7,630
"TruJet","2025-06-20","Delhi","Kolkata","DEL-JAI-PUN-KOL","12:16","22:30",2,"business class available",13900,20,6,90
"Air India","2024-01-27","Hyderabad","Varanasi","HYD-VAR","21:27","01:24",0,"new aircraft",7799,27,1,435
"IndiGo","2021-02-18","Jaipur","Bhubaneswar","JAI-GUW-MUM-BHU","00:44","06:50",2,"wifi available",6273,18,2,720
"TruJet","2020-08-18","Bhubaneswar","Pune","BHU-GOA-SUR-PUN","04:38","03:17",2,"red-eye flight",8233,18,8,540
"SpiceJet","2025-04-18","Pune","Delhi","PUN-COC-LUC-SUR-DEL","22:48","08:03",3,"limited seats",8484,18,4,120
"TruJet","2020-12-03","Goa","Guwahati","GOA-AHM-GUW","00:54","00:15",1,"business class available",6802,3,12,105
"TruJet","2024-05-07","Surat","Kolkata","SUR-MUM-BHU-CHE-KOL","13:51","10:42",3,"new aircraft",11601,7,5,435
"SpiceJet","2022-06-18","Surat","Guwahati","SUR-GUW","23:12","14:02",0,"none",2741,18,6,765
"GoAir","2019-07-27","Raipur","Lucknow","RAI-VAR-LUC","05:46","16:24",1,"limited seats",4749,27,7,735
"Alliance Air","2020-11-28","Delhi","Goa","DEL-GOA","09:16","11:05",0,"business class available",9543,28,11,720
"Akasa Air","2025-08-06","Bangalore","Delhi","BAN-GUW-JAI-LUC-DEL","06:04","00:07",3,"none",13997,6,8,240
"Star Air","2020-07-18","Raipur","Indore","RAI-GUW-HYD-SUR-IND","23:36","23:31",3,"1 long layover",11126,18,7,840
"Akasa Air","2024-11-06","Mumbai","Bangalore","MUM-IND-GUW-COC-BAN","01:33","17:18",3,"limited seats",11918,6,11,405
"Vistara","2023-01-28","Bhubaneswar","Guwahati","BHU-BAN-PAT-SUR-GUW","07:08","02:06",3,"new aircraft",6225,28,1,390
"Alliance Air","2024-05-24","Guwahati","Ahmedabad","GUW-AHM","15:32","20:04",0,"extra baggage allowed",11268,24,5,285
"AirAsia India","2024-12-06","Goa","Cochin","GOA-SUR-NAG-COC","05:48","04:40",2,"in-flight meal not included",7900,6,12,120
"Akasa Air","2022-12-07","Cochin","Patna","COC-KOL-CHE-PAT","21:38","01:20",2,"new aircraft",8553,7,12,375
"IndiGo","2020-02-10","Chennai","Indore","CHE-HYD-NAG-KOL-IND","11:43","06:09",3,"wifi available",12675,10,2,705
"AirAsia India","2023-03-07","Bhubaneswar","Bangalore","BHU-BAN","15:11","09:27",0,"new aircraft",8526,7,3,195
"SpiceJet","2022-12-01","Goa","Chennai","GOA-LUC-IND-RAI-CHE","22:57","14:22",3,"new aircraft",12913,1,12,375
"Air India","2019-12-11","Varanasi","Raipur","VAR-NAG-RAI","18:55","18:14",1,"in-flight meal not included",12346,11,12,120
"GoAir","2023-12-16","Patna","Raipur","PAT-BHU-LUC-BAN-RAI","19:44","19:05",3,"1 long layover",13571,16,12,285
"Star Air","2025-06-25","Bhubaneswar","Chennai","BHU-HYD-DEL-CHE","01:21","01:48",2,"business class available",13626,25,6,885
"IndiGo","2022-12-03","Lucknow","Goa","LUC-GOA","10:32","13:34",0,"none",4992,3,12,480
"Akasa Air","2021-11-15","Goa","Guwahati","GOA-IND-VAR-BHU-GUW","07:07","08:09",3,"extra baggage allowed",13330,15,11,375
"TruJet","2022-05-27","Patna","Mumbai","PAT-LUC-MUM","04:57","15:56",1,"none",9673,27,5,675
"Alliance Air","2021-03-10","Pune","Mumbai","PUN-BHU-MUM","19:47","14:22",1,"in-flight meal not included",7775,10,3,885
"Akasa Air","2024-09-05","Bangalore","Delhi","BAN-DEL","08:35","14:51",0,"new aircraft",6081,5,9,180
"Alliance Air","2023-09-09","Bangalore","Jaipur","BAN-GUW-JAI","18:02","04:55",1,"limited seats",8175,9,9,600
"Star Air","2022-05-03","Hyderabad","Pune","HYD-PAT-VAR-DEL-PUN","23:43","03:21",3,"extra baggage allowed",11776,3,5,720
"Akasa Air","2020-12-10","Indore","Lucknow","IND-LUC","10:51","15:43",0,"red-eye flight",6654,10,12,900
"Air India","2022-07-14","Delhi","Cochin","DEL-COC","12:03","14:53",0,"in-flight meal not included",6713,14,7,585
"Vistara","2019-12-05","Jaipur","Mumbai","JAI-SUR-KOL-IND-MUM","19:42","00:50",3,"new aircraft",14519,5,12,240
"Air India","2020-08-18","Cochin","Nagpur","COC-BHU-NAG","08:27","18:13",1,"limited seats",7542,18,8,630
"TruJet","2022-08-13","Bhubaneswar","Delhi","BHU-JAI-DEL","03:39","03:16",1,"in-flight meal not included",6899,13,8,840
"Vistara","2020-01-21","Indore","Pune","IND-DEL-HYD-PUN","17:23","17:30",2,"red-eye flight",10677,21,1,630
"SpiceJet","2023-12-16","Mumbai","Raipur","MUM-CHE-COC-RAI","03:53","13:12",2,"extra baggage allowed",8976,16,12,915
"TruJet","2024-07-02","Jaipur","Hyderabad","JAI-COC-HYD","21:08","11:36",1,"1 long layover",5376,2,7,615
"IndiGo","2020-10-22","Nagpur","Indore","NAG-IND","03:01","09:55",0,"limited seats",9159,22,10,180
"AirAsia India","2023-02-15","Guwahati","Nagpur","GUW-NAG","10:34","05:07",0,"new aircraft",9539,15,2,345
"AirAsia India","2025-12-25","Jaipur","Pune","JAI-NAG-MUM-PUN","01:21","06:28",2,"limited seats",12114,25,12,315
"Vistara","2023-06-21","Guwahati","Surat","GUW-SUR","19:17","06:59",0,"extra baggage allowed",5386,21,6,555
"IndiGo","2020-06-18","Bangalore","Nagpur","BAN-HYD-NAG","17:56","15:35",1,"extra baggage allowed",7834,18,6,150
"IndiGo","2022-09-15","Varanasi","Cochin","VAR-JAI-CHE-BAN-COC","23:40","16:46",3,"wifi available",9045,15,9,360
"AirAsia India","2019-09-10","Surat","Bhubaneswar","SUR-IND-LUC-AHM-BHU","14:11","20:45",3,"in-flight meal not included",10824,10,9,900
"Star Air","2019-01-19","Guwahati","Raipur","GUW-RAI","23:00","13:11",0,"new aircraft",5851,19,1,720
"SpiceJet","2021-12-22","Kolkata","Guwahati","KOL-SUR-DEL-PAT-GUW","10:50","15:20",3,"none",14191,22,12,285
"TruJet","2021-03-21","Patna","Chennai","PAT-CHE","23:56","15:52",0,"wifi available",6546,21,3,885
"Alliance Air","2023-07-21","Cochin","Mumbai","COC-SUR-MUM","01:06","07:39",1,"business class available",13559,21,7,240
"Alliance Air","2021-04-04","Patna","Surat","PAT-KOL-JAI-RAI-SUR","14:08","01:25",3,"business class available",10699,4,4,810
"IndiGo","2020-01-18","Delhi","Pune","DEL-MUM-COC-PAT-PUN","21:18","23:26",3,"limited seats",10417,18,1,915
"AirAsia India","2025-11-20","Raipur","Goa","RAI-GOA","03:57","10:37",0,"wifi available",4749,20,11,945
"Star Air","2020-06-05","Lucknow","Kolkata","LUC-KOL","01:23","13:36",0,"none",8698,5,6,105
"Star Air","2024-10-23","Cochin","Lucknow","COC-PAT-BAN-LUC","07:22","04:30",2,"1 long layover",10704,23,10,510
"IndiGo","2021-02-16","Chennai","Indore","CHE-BHU-IND","15:31","01:26",1,"1 long layover",4299,16,2,840
"Star Air","2021-04-21","Raipur","Hyderabad","RAI-COC-HYD","15:08","04:06",1,"new aircraft",6570,21,4,675
"IndiGo","2021-09-12","Pune","Varanasi","PUN-PAT-LUC-VAR","00:59","21:21",2,"business class available",12177,12,9,540
"IndiGo","2020-03-02","Jaipur","Bhubaneswar","JAI-CHE-MUM-BHU","12:35","22:32",2,"red-eye flight",7134,2,3,315
"Akasa Air","2020-01-24","Kolkata","Lucknow","KOL-GOA-COC-DEL-LUC","01:37","08:37",3,"none",10879,24,1,840
"Air India","2020-07-01","Mumbai","Cochin","MUM-COC","22:20","01:12",0,"new aircraft",8416,1,7,405
"Star Air","2021-05-13","Indore","Cochin","IND-KOL-COC","01:44","01:14",1,"new aircraft",7908,13,5,270
"SpiceJet","2021-11-14","Mumbai","Delhi","MUM-DEL","00:02","12:07",0,"business class available",5379,14,11,600
"Star Air","2020-06-22","Nagpur","Jaipur","NAG-PUN-HYD-JAI","10:58","23:54",2,"in-flight meal not included",13049,22,6,90
"SpiceJet","2024-11-10","Patna","Lucknow","PAT-RAI-VAR-IND-LUC","05:30","10:06",3,"none",12754,10,11,930
"IndiGo","2023-04-11","Lucknow","Pune","LUC-SUR-COC-PUN","00:27","14:17",2,"limited seats",8965,11,4,945
"SpiceJet","2023-03-06","Patna","Bhubaneswar","PAT-CHE-IND-GOA-BHU","15:08","14:55",3,"1 long layover",13838,6,3,345
"Vistara","2021-07-07","Cochin","Bangalore","COC-BAN","20:09","08:10",0,"red-eye flight",6503,7,7,870
"Star Air","2024-10-03","Kolkata","Bhubaneswar","KOL-BHU","16:56","15:50",0,"new aircraft",2608,3,10,165
"TruJet","2021-05-06","Mumbai","Varanasi","MUM-BHU-PUN-BAN-VAR","11:48","07:43",3,"in-flight meal not included",11988,6,5,285
"SpiceJet","2024-04-01","Ahmedabad","Cochin","AHM-JAI-VAR-COC","00:13","06:04",2,"limited seats",6902,1,4,660
"Vistara","2021-07-25","Nagpur","Lucknow","NAG-RAI-COC-DEL-LUC","22:44","05:54",3,"1 long layover",9087,25,7,120
"GoAir","2024-12-15","Cochin","Chennai","COC-CHE","08:15","10:05",0,"in-flight meal not included",10189,15,12,870
"Star Air","2022-03-02","Jaipur","Lucknow","JAI-MUM-AHM-PAT-LUC","07:08","17:16",3,"new aircraft",9692,2,3,225
"Alliance Air","2020-07-12","Nagpur","Mumbai","NAG-GOA-MUM","14:31","10:59",1,"1 long layover",10891,12,7,375
"AirAsia India","2024-12-07","Lucknow","Patna","LUC-GOA-PAT","22:24","13:06",1,"wifi available",4266,7,12,435
"Star Air","2020-11-26","Hyderabad","Delhi","HYD-DEL","01:24","11:22",0,"business class available",10458,26,11,675
"TruJet","2021-02-24","Nagpur","Chennai","NAG-BAN-SUR-PUN-CHE","14:28","12:50",3,"wifi available",10626,24,2,300
"AirAsia India","2025-09-21","Surat","Bangalore","SUR-COC-DEL-BAN","18:40","17:29",2,"wifi available",8167,21,9,450
"GoAir","2024-02-15","Bangalore","Indore","BAN-RAI-SUR-IND","20:35","19:38",2,"limited seats",13057,15,2,585
"AirAsia India","2025-09-13","Bhubaneswar","Patna","BHU-KOL-CHE-PAT","06:09","12:08",2,"wifi available",9535,13,9,660
"Vistara","2021-08-27","Delhi","Cochin","DEL-COC","20:01","12:00",0,"business class available",2646,27,8,930
"IndiGo","2022-06-01","Cochin","Surat","COC-JAI-PAT-SUR","22:59","19:37",2,"wifi available",7039,1,6,480
"GoAir","2023-02-21","Guwahati","Delhi","GUW-IND-BHU-DEL","07:22","18:24",2,"red-eye flight",13786,21,2,255
